food_type,base_safe_time,temperature_c,humidity_percent,time_since_cooked_min,packaging_type,sun_exposure,quantity_kg,safe_minutes_remaining
rice_meal,120,35.7,42.7,21,semi_covered,outdoor_shaded,16.6,34.4
samosa_kachori,135,31.9,43.2,143,sealed,outdoor_shaded,3.9,0.0
paneer_dish,95,24.7,82.8,104,semi_covered,outdoor_shaded,15.8,0.0
dry_food_roti,180,41.8,44.7,88,open,outdoor_shaded,23.9,2.4
curry_gravy,100,30.7,89.3,128,sealed,indoor_no_ac,13.3,0.0
salad_cut_fruits,70,29.5,75.2,29,open,outdoor_shaded,16.8,0.0
dry_food_roti,180,24.7,60.2,52,semi_covered,outdoor_direct_sun,21.7,69.3
noodles,110,40.2,57.4,102,semi_covered,outdoor_shaded,18.7,0.0
noodles,110,39.4,73.3,9,open,indoor_no_ac,7.1,11.4
fried_rice,125,39.9,60.6,91,open,indoor_ac,24.9,0.0
milk_based_dessert,55,27.3,72.3,141,open,outdoor_direct_sun,9.9,0.0
bread_items,170,28.9,54.4,62,semi_covered,outdoor_shaded,15.0,57.0
curry_gravy,100,31.7,37.7,147,sealed,indoor_ac,15.8,0.0
pasta,105,33.0,94.5,87,open,outdoor_direct_sun,21.4,0.0
dry_food_roti,180,37.0,61.9,28,open,outdoor_shaded,15.3,86.7
chicken_curry,90,32.4,46.7,25,semi_covered,outdoor_shaded,6.1,23.4
samosa_kachori,135,36.0,81.9,22,open,outdoor_direct_sun,16.3,16.2
bakery_cake,85,32.6,59.7,123,sealed,outdoor_direct_sun,11.9,0.0
rice_meal,120,29.8,65.4,113,sealed,indoor_ac,21.4,0.0
dry_food_roti,180,40.8,92.1,98,semi_covered,indoor_no_ac,19.4,0.0
bread_items,170,26.5,40.5,110,semi_covered,indoor_ac,9.6,33.4
pizza,95,30.4,72.7,110,sealed,indoor_no_ac,17.9,0.0
fried_snacks,140,31.8,35.9,150,open,outdoor_shaded,15.5,0.0
pasta,105,24.6,58.1,62,sealed,indoor_ac,19.4,19.1
pasta,105,30.2,88.0,145,open,indoor_no_ac,22.4,0.0
dairy_sweets,60,28.0,58.9,144,sealed,outdoor_shaded,12.5,0.0
fried_rice,125,35.9,60.1,86,open,outdoor_direct_sun,18.2,0.0
salad_cut_fruits,70,36.6,89.3,49,sealed,outdoor_shaded,4.7,0.0
pizza,95,32.3,63.7,146,sealed,outdoor_direct_sun,12.0,0.0
dairy_sweets,60,39.4,63.8,65,sealed,indoor_no_ac,19.6,0.0
rice_meal,120,26.9,83.1,74,sealed,outdoor_direct_sun,3.8,0.0
pasta,105,40.3,50.6,108,sealed,outdoor_shaded,13.0,0.0
milk_based_dessert,55,37.0,58.2,76,semi_covered,indoor_no_ac,4.3,0.0
dry_food_roti,180,27.1,48.4,25,semi_covered,indoor_ac,3.6,122.0
bakery_cake,85,36.9,74.5,133,semi_covered,outdoor_shaded,13.7,0.0
noodles,110,30.7,45.6,97,sealed,outdoor_shaded,19.5,0.0
chicken_curry,90,29.3,72.3,128,semi_covered,outdoor_shaded,20.6,0.0
salad_cut_fruits,70,27.0,92.3,13,open,outdoor_direct_sun,16.8,0.0
salad_cut_fruits,70,34.8,64.4,31,open,outdoor_direct_sun,19.9,0.0
dry_food_roti,180,27.4,82.5,87,semi_covered,indoor_ac,17.8,37.3
bread_items,170,41.3,87.0,25,open,outdoor_direct_sun,7.9,27.7
paneer_dish,95,27.0,81.2,38,sealed,indoor_ac,11.9,25.2
dal,110,32.7,42.3,72,sealed,outdoor_direct_sun,24.0,0.0
biryani,115,34.4,83.6,37,open,indoor_no_ac,9.1,0.0
salad_cut_fruits,70,36.7,91.0,67,sealed,outdoor_shaded,12.1,0.0
chicken_curry,90,36.2,41.4,58,semi_covered,indoor_ac,8.6,0.0
fish_curry,80,39.8,66.7,11,semi_covered,indoor_ac,22.0,0.0
salad_cut_fruits,70,36.7,92.7,100,semi_covered,indoor_no_ac,13.0,0.0
paneer_dish,95,30.6,62.8,62,semi_covered,outdoor_direct_sun,20.2,0.0
fish_curry,80,37.2,60.7,136,semi_covered,indoor_no_ac,23.2,0.0
samosa_kachori,135,36.0,59.6,109,semi_covered,outdoor_shaded,16.3,0.0
dal,110,40.9,39.6,101,sealed,indoor_ac,15.1,0.0
pizza,95,24.9,76.0,9,sealed,outdoor_direct_sun,9.8,49.4
chicken_curry,90,32.7,47.6,112,semi_covered,indoor_no_ac,8.6,0.0
samosa_kachori,135,31.8,55.3,121,open,indoor_no_ac,14.3,0.0
fish_curry,80,24.4,51.9,146,sealed,indoor_ac,9.2,0.0
pizza,95,25.4,41.8,123,semi_covered,indoor_ac,15.9,0.0
dry_food_roti,180,29.5,47.6,106,semi_covered,indoor_no_ac,4.5,28.9
rice_meal,120,33.1,76.1,123,sealed,outdoor_direct_sun,8.2,0.0
dairy_sweets,60,26.3,61.6,113,sealed,outdoor_shaded,3.2,0.0
samosa_kachori,135,35.7,51.5,113,open,indoor_no_ac,17.8,0.0
raw_vegetable_salad,75,34.3,35.6,26,sealed,indoor_ac,22.6,8.6
pasta,105,34.7,85.8,92,semi_covered,outdoor_shaded,7.8,0.0
raw_vegetable_salad,75,37.5,89.9,59,semi_covered,outdoor_direct_sun,19.2,0.0
milk_based_dessert,55,40.4,70.6,15,sealed,outdoor_direct_sun,16.8,0.0
paneer_dish,95,25.9,62.9,111,sealed,indoor_no_ac,7.1,0.0
milk_based_dessert,55,38.2,82.5,16,sealed,outdoor_shaded,6.6,0.0
biryani,115,38.5,40.2,84,semi_covered,outdoor_direct_sun,3.8,0.0
curry_gravy,100,41.8,41.8,146,semi_covered,outdoor_direct_sun,4.4,0.0
samosa_kachori,135,37.2,56.3,52,sealed,indoor_no_ac,16.1,37.5
paneer_dish,95,36.2,64.8,86,semi_covered,outdoor_direct_sun,10.7,0.0
samosa_kachori,135,28.6,93.0,32,open,indoor_no_ac,18.4,21.7
samosa_kachori,135,38.1,37.6,92,open,indoor_no_ac,20.0,0.0
dry_food_roti,180,31.9,36.7,147,sealed,indoor_no_ac,11.8,9.9
fish_curry,80,38.6,85.8,144,semi_covered,indoor_no_ac,9.4,0.0
fried_rice,125,24.9,47.9,67,open,indoor_ac,12.9,20.4
salad_cut_fruits,70,35.7,87.7,8,open,outdoor_direct_sun,11.9,0.0
noodles,110,26.2,62.2,105,sealed,indoor_ac,15.7,0.0
raw_vegetable_salad,75,31.2,58.5,95,open,outdoor_direct_sun,21.6,0.0
chicken_curry,90,36.6,39.2,120,sealed,indoor_no_ac,21.1,0.0
curry_gravy,100,37.2,50.8,101,sealed,indoor_no_ac,9.7,0.0
milk_based_dessert,55,26.5,93.7,114,semi_covered,indoor_ac,6.8,0.0
paneer_dish,95,33.5,37.5,21,sealed,outdoor_shaded,15.4,27.2
pizza,95,32.1,38.8,6,semi_covered,outdoor_direct_sun,11.2,30.1
bread_items,170,28.6,55.6,143,open,indoor_ac,19.2,0.0
chicken_curry,90,41.4,70.0,148,open,outdoor_direct_sun,6.1,0.0
dairy_sweets,60,24.4,86.9,22,open,indoor_ac,14.0,0.0
pizza,95,37.9,44.8,82,sealed,indoor_ac,14.5,0.0
bread_items,170,36.4,62.4,117,open,outdoor_direct_sun,16.1,0.0
samosa_kachori,135,39.4,58.4,130,open,outdoor_shaded,16.1,0.0
samosa_kachori,135,31.8,48.1,53,semi_covered,indoor_no_ac,9.8,48.3
noodles,110,28.8,64.0,60,semi_covered,indoor_ac,5.2,13.8
fish_curry,80,24.6,35.5,89,semi_covered,indoor_ac,11.8,0.0
biryani,115,25.3,92.7,106,sealed,indoor_no_ac,12.7,0.0
biryani,115,34.4,67.7,126,semi_covered,indoor_ac,10.4,0.0
chicken_curry,90,39.6,71.2,8,semi_covered,indoor_no_ac,8.5,5.7
bread_items,170,28.6,92.6,110,semi_covered,outdoor_direct_sun,3.9,0.0
pizza,95,41.1,56.4,63,open,outdoor_direct_sun,16.2,0.0
dairy_sweets,60,40.4,56.2,117,open,indoor_ac,14.8,0.0
curry_gravy,100,36.7,42.9,6,open,indoor_ac,20.5,31.6
dairy_sweets,60,38.9,79.6,80,sealed,indoor_ac,15.2,0.0
chicken_curry,90,33.9,42.1,131,open,outdoor_direct_sun,9.8,0.0
dairy_sweets,60,36.9,64.5,20,open,outdoor_direct_sun,22.3,0.0
dairy_sweets,60,29.9,40.7,66,semi_covered,indoor_ac,3.4,0.0
samosa_kachori,135,39.4,56.0,73,semi_covered,indoor_no_ac,4.3,14.7
fish_curry,80,26.9,66.0,73,semi_covered,indoor_no_ac,10.4,0.0
curry_gravy,100,34.2,56.1,13,sealed,indoor_no_ac,9.9,48.7
raw_vegetable_salad,75,41.7,44.4,37,sealed,indoor_ac,24.4,0.0
biryani,115,37.9,69.2,8,sealed,indoor_ac,8.2,57.8
bakery_cake,85,41.5,64.6,56,sealed,outdoor_shaded,18.8,0.0
pizza,95,24.1,91.5,51,semi_covered,outdoor_direct_sun,6.0,0.0
noodles,110,41.6,40.2,143,semi_covered,indoor_ac,4.3,0.0
raw_vegetable_salad,75,36.3,80.4,28,sealed,indoor_ac,19.4,0.0
fish_curry,80,39.6,69.3,81,semi_covered,indoor_ac,6.4,0.0
chicken_curry,90,32.7,47.9,113,sealed,outdoor_shaded,3.6,0.0
bread_items,170,37.2,67.1,139,sealed,outdoor_direct_sun,5.8,0.0
fried_snacks,140,39.4,36.6,33,sealed,outdoor_direct_sun,10.8,53.5
dairy_sweets,60,27.2,93.6,105,semi_covered,outdoor_direct_sun,18.6,0.0
pasta,105,33.2,38.9,36,sealed,indoor_no_ac,17.9,27.1
salad_cut_fruits,70,29.7,93.0,45,sealed,outdoor_direct_sun,10.2,0.0
rice_meal,120,28.3,81.4,103,sealed,indoor_no_ac,18.9,0.0
rice_meal,120,31.0,85.3,73,semi_covered,indoor_no_ac,6.1,0.0
milk_based_dessert,55,32.2,89.0,78,sealed,outdoor_shaded,17.7,0.0
dry_food_roti,180,33.2,75.1,25,sealed,indoor_ac,21.8,92.4
milk_based_dessert,55,38.5,87.1,73,open,outdoor_direct_sun,10.1,0.0
dry_food_roti,180,36.1,41.6,30,sealed,outdoor_direct_sun,14.5,91.7
fried_snacks,140,40.2,64.3,46,semi_covered,indoor_ac,21.7,37.4
paneer_dish,95,34.7,87.8,51,sealed,indoor_ac,13.3,0.0
fish_curry,80,33.3,59.1,143,open,outdoor_shaded,20.0,0.0
fried_snacks,140,33.3,61.3,148,semi_covered,indoor_no_ac,13.1,0.0
dairy_sweets,60,25.8,86.2,20,open,outdoor_direct_sun,4.3,0.0
curry_gravy,100,35.7,48.1,103,sealed,outdoor_direct_sun,10.0,0.0
fried_rice,125,35.2,42.6,33,semi_covered,outdoor_shaded,3.8,51.1
dal,110,39.0,54.5,76,semi_covered,indoor_no_ac,15.1,0.0
fried_snacks,140,41.7,84.6,149,semi_covered,outdoor_shaded,13.8,0.0
salad_cut_fruits,70,41.9,56.3,118,semi_covered,indoor_ac,5.0,0.0
pasta,105,34.7,85.5,14,sealed,indoor_ac,24.8,19.5
noodles,110,30.2,82.9,105,open,outdoor_direct_sun,20.2,0.0
curry_gravy,100,27.8,50.1,120,open,outdoor_shaded,4.1,0.0
raw_vegetable_salad,75,25.6,70.6,85,sealed,outdoor_shaded,22.5,0.0
noodles,110,24.7,91.9,17,sealed,indoor_ac,6.2,65.1
chicken_curry,90,33.0,55.5,86,open,indoor_ac,15.9,0.0
samosa_kachori,135,30.6,36.0,115,open,outdoor_shaded,15.4,0.0
samosa_kachori,135,28.3,49.7,127,open,outdoor_shaded,4.3,0.0
pizza,95,36.8,77.4,118,semi_covered,indoor_no_ac,7.6,0.0
dry_food_roti,180,36.1,82.7,72,open,indoor_no_ac,3.9,13.9
dry_food_roti,180,39.4,57.5,85,open,indoor_ac,23.1,0.0
salad_cut_fruits,70,28.1,53.2,30,open,indoor_no_ac,17.3,0.0
noodles,110,35.7,94.9,109,open,indoor_no_ac,4.1,0.0
dairy_sweets,60,41.0,55.3,101,sealed,outdoor_shaded,16.8,0.0
rice_meal,120,30.2,55.9,23,open,indoor_ac,7.3,28.8
samosa_kachori,135,28.0,78.8,137,sealed,indoor_no_ac,6.3,0.0
fried_rice,125,37.1,58.2,27,open,outdoor_direct_sun,24.5,0.0
dairy_sweets,60,28.8,37.3,74,open,outdoor_shaded,3.6,0.0
dry_food_roti,180,25.9,88.1,135,open,outdoor_direct_sun,17.3,0.0
biryani,115,24.5,86.9,24,sealed,indoor_ac,23.6,31.8
chicken_curry,90,36.5,60.1,70,open,indoor_no_ac,24.1,0.0
fried_rice,125,37.7,42.9,131,semi_covered,indoor_no_ac,21.9,0.0
bakery_cake,85,38.9,94.5,94,open,indoor_ac,19.6,0.0
bread_items,170,25.8,39.7,105,semi_covered,indoor_ac,12.0,31.7
milk_based_dessert,55,37.4,87.5,16,sealed,indoor_ac,10.1,0.0
samosa_kachori,135,29.6,94.2,39,open,outdoor_direct_sun,9.0,0.0
biryani,115,40.3,69.6,38,open,outdoor_shaded,12.1,0.0
paneer_dish,95,31.3,70.9,43,semi_covered,indoor_ac,3.3,2.4
paneer_dish,95,35.8,63.6,124,semi_covered,outdoor_shaded,6.6,0.0
samosa_kachori,135,39.6,81.2,23,sealed,outdoor_shaded,16.7,40.8
bakery_cake,85,31.3,68.3,99,semi_covered,indoor_ac,11.1,0.0
dal,110,30.4,92.6,68,semi_covered,outdoor_direct_sun,6.3,0.0
dry_food_roti,180,30.9,56.6,127,semi_covered,indoor_ac,15.9,15.7
fish_curry,80,35.1,73.3,110,open,outdoor_shaded,8.7,0.0
milk_based_dessert,55,41.2,51.0,131,open,indoor_ac,8.6,0.0
chicken_curry,90,30.1,91.7,131,open,outdoor_direct_sun,14.9,0.0
biryani,115,40.8,89.1,14,semi_covered,outdoor_direct_sun,16.2,18.7
dal,110,30.2,86.8,59,semi_covered,outdoor_direct_sun,17.6,0.0
chicken_curry,90,33.8,39.5,141,semi_covered,outdoor_shaded,18.2,0.0
dal,110,39.6,38.8,6,open,outdoor_direct_sun,16.9,7.9
biryani,115,37.7,56.1,34,open,outdoor_shaded,22.0,0.0
dal,110,34.2,36.5,85,sealed,outdoor_direct_sun,11.6,0.0
dry_food_roti,180,35.5,66.8,18,semi_covered,indoor_no_ac,16.2,99.9
dal,110,26.9,53.6,41,open,outdoor_direct_sun,24.4,0.0
raw_vegetable_salad,75,38.7,53.0,40,sealed,outdoor_shaded,24.5,0.0
raw_vegetable_salad,75,36.7,66.5,82,sealed,indoor_ac,19.8,0.0
fish_curry,80,27.8,43.4,73,semi_covered,outdoor_direct_sun,19.5,0.0
raw_vegetable_salad,75,41.4,40.4,43,open,outdoor_direct_sun,12.4,0.0
salad_cut_fruits,70,30.0,60.1,115,open,outdoor_direct_sun,19.6,0.0
dal,110,33.1,62.3,116,open,outdoor_shaded,21.3,0.0
pizza,95,40.5,92.3,92,semi_covered,outdoor_direct_sun,3.1,0.0
pizza,95,41.8,93.8,69,semi_covered,outdoor_direct_sun,17.6,0.0
pizza,95,39.4,50.3,116,open,outdoor_shaded,6.2,0.0
noodles,110,32.4,84.4,62,sealed,indoor_no_ac,24.4,0.0
fish_curry,80,29.3,75.1,121,open,indoor_no_ac,5.8,0.0
pizza,95,38.9,69.8,28,sealed,outdoor_shaded,19.3,2.7
bread_items,170,24.5,91.3,97,sealed,outdoor_shaded,15.9,31.9
milk_based_dessert,55,40.4,75.2,27,semi_covered,outdoor_shaded,15.1,0.0
noodles,110,25.4,86.5,22,semi_covered,indoor_no_ac,7.9,31.6
dal,110,28.7,51.1,69,open,outdoor_direct_sun,6.9,0.0
samosa_kachori,135,27.0,44.9,45,open,indoor_ac,13.2,45.3
milk_based_dessert,55,30.0,79.4,30,sealed,outdoor_shaded,19.2,0.0
pasta,105,41.1,45.9,110,open,indoor_no_ac,21.8,0.0
milk_based_dessert,55,34.1,87.8,125,open,outdoor_shaded,16.9,0.0
dry_food_roti,180,40.2,84.6,26,open,outdoor_direct_sun,9.8,37.5
curry_gravy,100,35.0,64.0,16,open,indoor_no_ac,4.1,13.3
raw_vegetable_salad,75,37.1,76.6,84,sealed,outdoor_shaded,13.6,0.0
raw_vegetable_salad,75,35.5,54.1,110,sealed,indoor_ac,20.2,0.0
bread_items,170,30.1,78.1,30,semi_covered,indoor_ac,5.6,90.2
bakery_cake,85,35.3,47.8,16,sealed,indoor_ac,19.4,33.5
pasta,105,29.1,79.7,56,sealed,outdoor_direct_sun,7.5,0.0
pasta,105,28.7,84.9,44,sealed,outdoor_shaded,7.9,11.5
paneer_dish,95,41.3,41.6,108,semi_covered,indoor_ac,24.1,0.0
fried_rice,125,26.2,37.7,149,sealed,indoor_no_ac,7.2,0.0
noodles,110,25.2,38.1,149,sealed,indoor_ac,4.8,0.0
fried_rice,125,36.3,92.2,100,sealed,outdoor_shaded,20.4,0.0
noodles,110,33.0,65.9,52,open,indoor_no_ac,24.1,0.0
dry_food_roti,180,25.8,79.9,100,sealed,outdoor_direct_sun,11.7,38.5
dry_food_roti,180,27.3,40.7,79,semi_covered,indoor_ac,18.2,64.0
fried_rice,125,39.8,90.9,80,semi_covered,outdoor_shaded,20.0,0.0
raw_vegetable_salad,75,29.3,87.1,74,semi_covered,outdoor_direct_sun,24.9,0.0
milk_based_dessert,55,31.2,58.1,6,semi_covered,outdoor_shaded,16.8,0.0
rice_meal,120,29.7,56.5,66,sealed,outdoor_direct_sun,20.6,10.8
dairy_sweets,60,38.5,77.0,55,open,outdoor_direct_sun,9.8,0.0
bread_items,170,27.4,61.6,42,semi_covered,indoor_no_ac,12.8,80.8
chicken_curry,90,40.5,58.3,64,open,indoor_ac,24.9,0.0
rice_meal,120,28.7,66.3,28,semi_covered,indoor_no_ac,17.4,52.3
raw_vegetable_salad,75,27.8,86.3,55,open,outdoor_shaded,11.5,0.0
bakery_cake,85,37.0,43.4,38,semi_covered,outdoor_shaded,15.5,0.0
bakery_cake,85,26.3,41.6,37,sealed,indoor_ac,11.4,33.1
dry_food_roti,180,30.9,72.7,141,open,outdoor_direct_sun,23.4,0.0
samosa_kachori,135,38.6,69.9,5,semi_covered,indoor_no_ac,8.9,61.8
curry_gravy,100,40.1,49.1,102,semi_covered,outdoor_direct_sun,10.5,0.0
chicken_curry,90,36.3,44.5,114,semi_covered,outdoor_shaded,4.6,0.0
chicken_curry,90,41.8,66.0,23,open,outdoor_shaded,13.0,0.0
salad_cut_fruits,70,30.0,53.6,94,sealed,indoor_no_ac,23.9,0.0
noodles,110,33.2,94.7,45,open,outdoor_direct_sun,23.1,0.0
pasta,105,24.5,92.4,28,sealed,indoor_ac,24.4,21.5
milk_based_dessert,55,35.9,52.6,34,open,indoor_no_ac,18.8,0.0
bread_items,170,39.6,62.0,91,sealed,indoor_no_ac,4.4,22.4
chicken_curry,90,31.3,90.5,64,open,outdoor_shaded,22.3,0.0
fried_snacks,140,31.8,84.7,58,sealed,outdoor_shaded,19.4,31.8
biryani,115,36.0,39.4,122,sealed,indoor_ac,8.9,0.0
raw_vegetable_salad,75,32.0,55.7,113,sealed,outdoor_direct_sun,6.5,0.0
dairy_sweets,60,37.4,72.8,6,open,indoor_no_ac,10.1,0.0
paneer_dish,95,33.7,40.5,51,open,outdoor_shaded,11.2,0.0
samosa_kachori,135,26.9,54.7,139,semi_covered,indoor_no_ac,24.7,0.0
curry_gravy,100,38.8,92.3,68,open,outdoor_shaded,20.3,0.0
milk_based_dessert,55,29.7,73.8,121,semi_covered,indoor_no_ac,23.3,0.0
samosa_kachori,135,35.6,81.9,36,semi_covered,indoor_no_ac,10.8,27.1
rice_meal,120,35.6,82.4,101,sealed,outdoor_shaded,12.4,0.0
fried_snacks,140,31.1,93.1,89,open,indoor_ac,10.8,0.0
dry_food_roti,180,31.5,37.0,7,open,indoor_ac,18.3,112.4
bread_items,170,31.9,81.1,29,sealed,outdoor_direct_sun,3.6,90.1
dairy_sweets,60,27.5,84.1,134,open,indoor_ac,20.9,0.0
fried_snacks,140,27.5,35.1,150,semi_covered,outdoor_shaded,20.1,0.0
fried_snacks,140,31.6,53.4,72,sealed,indoor_ac,8.6,45.6
bakery_cake,85,40.0,60.0,69,sealed,indoor_no_ac,9.5,0.0
noodles,110,28.0,84.2,6,semi_covered,outdoor_direct_sun,4.4,37.6
noodles,110,31.8,83.1,66,sealed,indoor_no_ac,20.9,0.0
pizza,95,40.5,55.8,123,sealed,outdoor_direct_sun,14.5,0.0
raw_vegetable_salad,75,32.9,37.1,73,semi_covered,outdoor_direct_sun,23.3,0.0
curry_gravy,100,40.4,61.1,149,open,indoor_ac,10.8,0.0
dal,110,40.9,78.3,105,open,outdoor_direct_sun,22.7,0.0
dry_food_roti,180,31.9,44.6,34,semi_covered,indoor_no_ac,6.3,105.8
dairy_sweets,60,40.4,41.8,38,semi_covered,indoor_ac,4.8,0.0
samosa_kachori,135,37.7,93.0,146,open,outdoor_shaded,9.2,0.0
dry_food_roti,180,36.5,86.1,21,sealed,indoor_no_ac,13.4,98.0
pasta,105,24.9,69.6,84,open,indoor_no_ac,15.4,0.0
fried_rice,125,35.8,82.7,137,open,outdoor_shaded,13.8,0.0
samosa_kachori,135,24.6,60.1,27,sealed,indoor_ac,19.5,75.6
chicken_curry,90,36.1,74.3,45,semi_covered,outdoor_shaded,4.4,0.0
samosa_kachori,135,34.2,82.3,56,open,outdoor_direct_sun,15.1,0.0
chicken_curry,90,39.4,72.5,147,open,indoor_no_ac,10.6,0.0
rice_meal,120,26.2,85.3,142,semi_covered,outdoor_direct_sun,13.3,0.0
samosa_kachori,135,36.5,83.6,112,semi_covered,outdoor_shaded,12.4,0.0
curry_gravy,100,35.7,57.8,128,sealed,indoor_no_ac,19.9,0.0
milk_based_dessert,55,30.4,52.4,115,sealed,outdoor_direct_sun,5.3,0.0
pasta,105,31.7,52.2,133,sealed,indoor_ac,3.9,0.0
chicken_curry,90,24.3,42.1,9,sealed,indoor_no_ac,11.4,64.8
dal,110,31.5,70.9,129,open,outdoor_direct_sun,12.8,0.0
noodles,110,31.7,44.9,102,semi_covered,indoor_no_ac,17.6,0.0
fried_rice,125,25.7,49.7,79,open,outdoor_direct_sun,9.2,0.0
milk_based_dessert,55,24.9,59.6,54,sealed,indoor_no_ac,21.7,0.0
bakery_cake,85,30.7,85.4,18,open,outdoor_shaded,6.0,0.0
samosa_kachori,135,34.8,92.7,23,sealed,indoor_no_ac,17.1,57.9
chicken_curry,90,38.2,70.9,58,sealed,indoor_ac,16.0,0.0
noodles,110,41.5,90.6,55,open,outdoor_shaded,20.3,0.0
dairy_sweets,60,25.0,71.4,11,open,indoor_no_ac,8.5,0.0
dry_food_roti,180,27.4,51.5,20,sealed,outdoor_shaded,4.6,136.0
fried_snacks,140,41.2,55.9,100,sealed,outdoor_shaded,16.7,0.0
pasta,105,39.4,39.5,78,sealed,outdoor_shaded,9.6,0.0
fried_rice,125,36.7,73.5,31,sealed,outdoor_shaded,11.0,45.2
samosa_kachori,135,31.1,92.3,70,open,outdoor_direct_sun,23.0,0.0
dry_food_roti,180,33.1,48.7,128,sealed,outdoor_shaded,6.1,21.8
raw_vegetable_salad,75,32.9,89.0,97,open,indoor_no_ac,24.9,0.0
dry_food_roti,180,40.4,71.0,63,open,outdoor_shaded,7.7,17.9
dairy_sweets,60,34.8,79.8,10,open,outdoor_direct_sun,21.4,0.0
dry_food_roti,180,28.9,60.2,35,sealed,indoor_no_ac,11.7,110.6
bakery_cake,85,27.8,59.3,50,sealed,outdoor_direct_sun,4.0,12.0
fish_curry,80,33.2,91.8,110,open,indoor_ac,11.0,0.0
noodles,110,27.6,85.5,9,semi_covered,indoor_ac,12.4,54.4
fried_snacks,140,39.1,55.1,10,semi_covered,indoor_no_ac,12.7,71.1
dal,110,33.7,92.6,108,sealed,outdoor_shaded,22.9,0.0
raw_vegetable_salad,75,41.7,64.3,66,open,indoor_no_ac,3.8,0.0
curry_gravy,100,30.3,81.4,57,open,outdoor_direct_sun,24.6,0.0
noodles,110,31.3,89.9,128,open,outdoor_shaded,21.0,0.0
chicken_curry,90,31.3,47.2,43,open,indoor_no_ac,8.2,0.0
pizza,95,37.6,41.2,33,semi_covered,indoor_no_ac,8.3,7.7
milk_based_dessert,55,32.9,49.0,56,sealed,outdoor_shaded,20.9,0.0
noodles,110,35.3,62.3,122,sealed,outdoor_shaded,19.1,0.0
fish_curry,80,24.6,52.8,68,sealed,indoor_ac,6.6,0.0
salad_cut_fruits,70,32.3,93.4,110,semi_covered,outdoor_direct_sun,3.7,0.0
raw_vegetable_salad,75,41.9,67.3,57,semi_covered,indoor_ac,17.1,0.0
dry_food_roti,180,31.8,90.1,107,open,indoor_no_ac,4.5,0.0
rice_meal,120,39.5,35.8,70,open,outdoor_direct_sun,7.2,0.0
noodles,110,25.0,49.3,134,open,indoor_no_ac,19.1,0.0
fried_rice,125,39.8,75.8,133,sealed,indoor_ac,13.4,0.0
pizza,95,33.3,60.2,89,open,outdoor_direct_sun,10.4,0.0
milk_based_dessert,55,27.4,55.0,115,sealed,outdoor_shaded,24.9,0.0
bakery_cake,85,28.7,90.1,95,open,indoor_no_ac,15.1,0.0
raw_vegetable_salad,75,38.7,94.6,111,open,indoor_no_ac,14.9,0.0
bread_items,170,24.5,86.9,63,semi_covered,indoor_no_ac,6.2,37.9
dairy_sweets,60,24.1,76.9,101,open,outdoor_direct_sun,3.1,0.0
bakery_cake,85,34.5,36.3,17,open,outdoor_direct_sun,9.9,0.0
milk_based_dessert,55,32.1,61.5,106,semi_covered,outdoor_shaded,19.7,0.0
samosa_kachori,135,34.0,77.9,18,sealed,outdoor_shaded,9.6,51.3
dairy_sweets,60,29.8,46.0,104,open,outdoor_shaded,13.8,0.0
fried_rice,125,32.2,76.7,129,open,outdoor_shaded,23.4,0.0
pizza,95,25.4,36.1,42,semi_covered,indoor_no_ac,15.5,25.8
biryani,115,34.9,84.1,117,semi_covered,indoor_no_ac,24.9,0.0
milk_based_dessert,55,28.2,94.9,31,semi_covered,outdoor_shaded,14.8,0.0
pizza,95,28.4,56.5,150,sealed,indoor_no_ac,24.1,0.0
paneer_dish,95,36.2,89.0,21,semi_covered,indoor_ac,16.4,0.0
chicken_curry,90,24.2,46.2,64,sealed,outdoor_direct_sun,15.8,0.0
paneer_dish,95,28.7,54.4,7,sealed,indoor_no_ac,6.7,60.8
fried_snacks,140,40.9,44.4,71,sealed,outdoor_shaded,14.0,21.8
bread_items,170,27.1,44.0,26,semi_covered,outdoor_direct_sun,18.3,102.0
fish_curry,80,27.0,79.4,12,sealed,outdoor_shaded,14.9,5.4
milk_based_dessert,55,36.4,50.9,73,open,indoor_no_ac,24.7,0.0
fish_curry,80,33.4,53.3,27,open,indoor_no_ac,18.5,0.0
milk_based_dessert,55,26.7,36.8,51,semi_covered,indoor_ac,13.6,0.0
salad_cut_fruits,70,34.8,62.5,105,sealed,indoor_ac,14.9,0.0
dairy_sweets,60,38.8,87.3,46,semi_covered,outdoor_shaded,12.7,0.0
fried_snacks,140,28.8,56.6,19,sealed,indoor_ac,16.4,93.3
pasta,105,32.9,86.5,65,sealed,outdoor_shaded,13.5,0.0
chicken_curry,90,25.6,71.5,90,sealed,indoor_no_ac,18.5,0.0
raw_vegetable_salad,75,30.8,91.1,135,semi_covered,indoor_no_ac,5.4,0.0
dry_food_roti,180,40.6,42.4,29,sealed,outdoor_direct_sun,9.2,98.4
dry_food_roti,180,41.7,41.5,121,sealed,outdoor_shaded,14.0,19.5
chicken_curry,90,31.5,93.3,17,semi_covered,indoor_ac,11.7,4.8
raw_vegetable_salad,75,36.6,90.2,65,open,indoor_no_ac,11.4,0.0
pasta,105,36.1,79.5,66,open,outdoor_direct_sun,6.2,0.0
fried_snacks,140,34.7,90.2,75,semi_covered,outdoor_direct_sun,15.8,0.0
